MARITIME ball on MARITIME35.
Total,"5 plays , 25 yards Time of Possession: 1:54"
Maritime (N.Y.) at 00:52
1st and 10 at MARITIME35,MARITIME (N.Y.) drive start at 00:52.
1st and 10 at MARITIME35,"C. Schiavone rush for 3 yards to the MARITIME38 (Spencer Kandra), PENALTY MARITIME unsportsmanlike conduct (L. McManus) 15 yards to the MARITIME23."
1st and 22 at MARITIME23,2nd and 22.
2nd and 22 at MARITIME23,J. Lynn rush for no gain to the MARITIME23 (Gavin Brennan).
""
3rd and 22 at MARITIME23,"Start of 4th quarter, clock 15:00."
3rd and 22 at MARITIME23,C. Schiavone rush for no gain to the MARITIME23 (Spencer Kandra;Alvin Burke).
4th and 22 at MARITIME23,"J. Gagliardi punt 46 yards to the MTSTJOSE31, downed."
Total,"2 plays , -12 yards Time of Possession: 1:45"
Mt. St. Joseph at 14:07
1st and 10 at MTSTJOSE31,MT. ST. JOSEPH drive start at 14:07.
1st and 10 at MTSTJOSE31,"Chaiten Tomlin pass complete to Chase Pankey for 3 yards to the MTSTJOSE34, out-of-bounds (F. Vano)."
2nd and 7 at MTSTJOSE34,"Chaiten Tomlin rush for 6 yards to the MTSTJOSE40, out-of-bounds (F. Vano)."
3rd and 1 at MTSTJOSE40,C. Beachem Jr. rush for loss of 5 yards to the MTSTJOSE35 (J. Corsfield).
4th and 6 at MTSTJOSE35,"Drew Sherman punt 35 yards to the MARITIME30, fair catch by V. Vollaro."
Total,"3 plays , 4 yards Time of Possession: 1:33"
Maritime (N.Y.) at 12:34
1st and 10 at MARITIME30,MARITIME (N.Y.) drive start at 12:34.
1st and 10 at MARITIME30,J. Lynn pass complete to K. Murphy for 2 yards to the MARITIME32 (Troy Speakman).
2nd and 8 at MARITIME32,J. Lynn sacked for loss of 2 yards to the MARITIME30 (Alvin Burke;Sean Sullivan).
3rd and 10 at MARITIME30,"J. Lynn pass complete to K. Murphy for 13 yards to the MARITIME43, 1ST DOWN MARITIME (D. Laudermilk)."
1st and 10 at MARITIME43,C. Schiavone rush for no gain to the MARITIME43 (Gavin Brennan).
2nd and 10 at MARITIME43,C. Schiavone rush for 4 yards to the MARITIME47 (Sean Sullivan).
3rd and 6 at MARITIME47,"J. Lynn pass complete to E. Borchert for 8 yards to the MTSTJOSE45, 1ST DOWN MARITIME."
1st and 10 at MTSTJOSE45,C. Schiavone rush for 2 yards to the MTSTJOSE43 (JJ Courtney).
2nd and 8 at MTSTJOSE43,"J. Lynn sacked for loss of 4 yards to the MTSTJOSE47 (Nathan Stone), PENALTY MTSTJOSE holding declined."
3rd and 12 at MTSTJOSE47,J. Lynn pass complete to C. Schiavone for loss of 3 yards to the 50 yardline (Julius Fisher).
4th and 15 at MARITIME50,"J. Gagliardi punt 41 yards to the MTSTJOSE9, out-of-bounds."
